3 {maxRange=96.72852492102554, maxFlightTime=81.67373304389835, cruiseSpeed=176.15941620287632, maxSpeed=231.2808840955982, loadCapacity=11.143287689708917, maxHeight=3478.741016676184, powerType='Fuel', size=2.4246820050278193, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
1 {maxRange=57.51228388699981, maxFlightTime=65.37095460348462, cruiseSpeed=15.658227025591282, maxSpeed=35.209550975865845, loadCapacity=2.1895939676080025, maxHeight=228.00268669844738, powerType='Electric', size=2.036826246928313, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=42.175075749337694, maxFlightTime=110.66483749553913, cruiseSpeed=197.05636912495106, maxSpeed=151.29504575887998, loadCapacity=31.14585072995402, maxHeight=5490.179180166287, powerType='Hybrid (Fuel + Electric)', size=2.8091149970246607, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=3661.42615930504}
4 {maxRange=121.9102465715918, maxFlightTime=31.716481332779825, cruiseSpeed=294.034696255144, maxSpeed=377.6454277119316, loadCapacity=20.12946529058304, maxHeight=4094.7739518794515, powerType='Hybrid (Fuel + Electric)', size=2.317715212393067, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2114.4467854965324}
1 {maxRange=46.66997770175894, maxFlightTime=36.54279222372932, cruiseSpeed=12.225514760851219, maxSpeed=34.0857323779934, loadCapacity=5.701863599120965, maxHeight=194.01564022211215, powerType='Electric', size=0.964260777803557, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
3 {maxRange=150.42141596437503, maxFlightTime=52.03094326026902, cruiseSpeed=107.8888945035055, maxSpeed=73.05707186909645, loadCapacity=16.822609498865933, maxHeight=3074.2317794022138, powerType='Fuel', size=4.506760987178685, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=6}
1 {maxRange=13.586048572917438, maxFlightTime=69.39023806192615, cruiseSpeed=23.64861842934379, maxSpeed=32.84137580728505, loadCapacity=5.347559090469612, maxHeight=122.1252709558356, powerType='Electric', size=1.3708003201055845, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=59.651044847863446, maxFlightTime=113.80636012520141, cruiseSpeed=192.19365704451295, maxSpeed=375.8098901837942, loadCapacity=11.78010217237607, maxHeight=6373.025403503977, powerType='Hybrid (Fuel + Electric)', size=1.3341596322315705, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2767.9623036311627}
2 {maxRange=187.10503710791926, maxFlightTime=231.98592785701365, cruiseSpeed=101.1515973466388, maxSpeed=415.6024113689547, loadCapacity=15.26779735261993, maxHeight=1834.4614369296864, powerType='Fuel', size=6.114060057766241, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=11.546003153403436}
3 {maxRange=52.87086083053167, maxFlightTime=141.1796210815608, cruiseSpeed=59.29570952716246, maxSpeed=343.568339094164, loadCapacity=10.25518877105157, maxHeight=1258.0236346021345, powerType='Fuel', size=4.412841763969104, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=3}
4 {maxRange=94.52201296933103, maxFlightTime=88.7102225203069, cruiseSpeed=260.7075805692894, maxSpeed=318.11232274130776, loadCapacity=22.847322394314553, maxHeight=4918.109109121418, powerType='Hybrid (Fuel + Electric)', size=2.97777424660703, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=5147.171580551785}
4 {maxRange=125.72415062768783, maxFlightTime=105.89633016412238, cruiseSpeed=261.1840893154987, maxSpeed=310.4978874687808, loadCapacity=44.71078393901767, maxHeight=2371.804350929284, powerType='Hybrid (Fuel + Electric)', size=2.0085204193906607, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=1486.0932070960716}
3 {maxRange=35.363442267046665, maxFlightTime=106.8182049826259, cruiseSpeed=61.845942823224505, maxSpeed=264.0380975403902, loadCapacity=21.2814710066238, maxHeight=3334.8898603229477, powerType='Fuel', size=4.673424123151977, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=5}
3 {maxRange=172.64435426045665, maxFlightTime=136.585121655127, cruiseSpeed=225.50505397020225, maxSpeed=272.4461539284854, loadCapacity=7.9017165412504315, maxHeight=3344.2462108241575, powerType='Fuel', size=2.400286338613092, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=2}
3 {maxRange=159.59644328418082, maxFlightTime=103.63152590690251, cruiseSpeed=144.26506938123572, maxSpeed=153.96128337734115, loadCapacity=27.219432277309696, maxHeight=1003.803806247328, powerType='Fuel', size=5.174734951358893, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=4}
1 {maxRange=40.30483226285283, maxFlightTime=46.07695472228643, cruiseSpeed=14.01033741442572, maxSpeed=26.585140619639862, loadCapacity=1.6770246550158792, maxHeight=549.9136543239533, powerType='Electric', size=1.9766706856737302, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=86.0873085317951, maxFlightTime=118.97186027166138, cruiseSpeed=128.56354401437113, maxSpeed=146.50567787226686, loadCapacity=47.27954956237541, maxHeight=5810.428075717896, powerType='Hybrid (Fuel + Electric)', size=2.724305705117622, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2479.849764945041}
2 {maxRange=113.29442172729398, maxFlightTime=66.7184938546304, cruiseSpeed=258.3772963094168, maxSpeed=201.78161343156398, loadCapacity=44.346105088599614, maxHeight=1505.5206972788385, powerType='Fuel', size=19.278162931885028, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=25.26125060748082}
1 {maxRange=33.89187852262778, maxFlightTime=62.03366924316029, cruiseSpeed=23.079027770731273, maxSpeed=24.86625240633767, loadCapacity=5.398081842480617, maxHeight=432.0070000168869, powerType='Electric', size=2.197769113959966, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=235.9531196643582, maxFlightTime=63.05367661904701, cruiseSpeed=268.2534921932587, maxSpeed=180.07617173703426, loadCapacity=25.246213329997676, maxHeight=2735.546413553544, powerType='Fuel', size=13.771757777155168, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=21.686875018553586}
3 {maxRange=152.8878451829369, maxFlightTime=101.19808245793965, cruiseSpeed=126.31011729389408, maxSpeed=157.97007653057878, loadCapacity=27.194848301059604, maxHeight=1033.491332453898, powerType='Fuel', size=4.307164385246789, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=5}
4 {maxRange=102.16936647387752, maxFlightTime=58.426746920486416, cruiseSpeed=147.01711945843368, maxSpeed=391.77856587254513, loadCapacity=11.134368933756114, maxHeight=7105.959774820832, powerType='Hybrid (Fuel + Electric)', size=1.4687374688812174, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4227.16202818731}
1 {maxRange=54.43824624371549, maxFlightTime=56.6079444152786, cruiseSpeed=20.841843696579723, maxSpeed=22.862814463695535, loadCapacity=4.138899326032925, maxHeight=567.1820207020037, powerType='Electric', size=2.1705913426107806, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=44.85059958415327, maxFlightTime=106.37929642873924, cruiseSpeed=278.3675395683374, maxSpeed=387.804677944854, loadCapacity=12.952871443984865, maxHeight=3592.46557435902, powerType='Hybrid (Fuel + Electric)', size=2.544266731723019, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=2009.096020453749}
4 {maxRange=74.5053014931652, maxFlightTime=58.95152211999852, cruiseSpeed=98.56565902536266, maxSpeed=280.61574343788607, loadCapacity=16.195431300847773, maxHeight=3826.688000045163, powerType='Hybrid (Fuel + Electric)', size=2.86417647661955, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=5658.880441584821}
4 {maxRange=135.3931038473925, maxFlightTime=78.87527891032938, cruiseSpeed=71.16022821595908, maxSpeed=391.8706211729964, loadCapacity=27.901351334789815, maxHeight=4459.1749810520705, powerType='Hybrid (Fuel + Electric)', size=1.5663440228380785, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=6092.285712120019}
3 {maxRange=110.4468940448191, maxFlightTime=69.81548468373893, cruiseSpeed=153.155422189536, maxSpeed=79.94067742579173, loadCapacity=15.092354808370624, maxHeight=723.1294004330135, powerType='Fuel', size=1.5085934852370415, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=2}
1 {maxRange=58.245374888416315, maxFlightTime=13.681977930250106, cruiseSpeed=18.519237227074502, maxSpeed=24.90561062710617, loadCapacity=2.0392515192811276, maxHeight=512.1727761110794, powerType='Electric', size=1.7786482807714619, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=49.25071277403706, maxFlightTime=69.255074458401, cruiseSpeed=140.25215656347672, maxSpeed=53.75404832967901, loadCapacity=48.20732112172562, maxHeight=3117.7094370705754, powerType='Hybrid (Fuel + Electric)', size=3.8123083845027668, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=2174.6131534035635}
2 {maxRange=103.01326093569847, maxFlightTime=169.20664212494907, cruiseSpeed=236.2376846566201, maxSpeed=321.1992459548268, loadCapacity=18.96998038464163, maxHeight=4087.6586310465946, powerType='Fuel', size=19.963040502061137, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=18.51279376398258}
3 {maxRange=122.4968758242047, maxFlightTime=114.51585222904441, cruiseSpeed=190.61046297908374, maxSpeed=69.97492502639363, loadCapacity=25.55628340768118, maxHeight=1443.7928098138223, powerType='Fuel', size=4.122985229053093, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=5}
2 {maxRange=85.84110687839868, maxFlightTime=162.63733586983295, cruiseSpeed=331.79901367305433, maxSpeed=369.4243652878485, loadCapacity=51.047292123342835, maxHeight=1512.0293188285063, powerType='Fuel', size=5.241331433470908, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=9.148634094329243}
1 {maxRange=49.156444332110226, maxFlightTime=18.989239362461696, cruiseSpeed=10.834860871843869, maxSpeed=31.86326953072214, loadCapacity=2.022356800424815, maxHeight=505.17681544174076, powerType='Electric', size=1.4387031414654656, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=156.56803095683412, maxFlightTime=80.5229219003084, cruiseSpeed=103.92537977767634, maxSpeed=512.2790727427821, loadCapacity=31.77351657665551, maxHeight=2901.2641895582065, powerType='Fuel', size=5.9026281214901495, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=13.45790820704196}
2 {maxRange=144.66903964262622, maxFlightTime=144.04576458694487, cruiseSpeed=163.45093563674422, maxSpeed=129.39422718040476, loadCapacity=34.11362881089111, maxHeight=4576.046844076007, powerType='Fuel', size=5.647636208210722, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=34.86092193129397}
3 {maxRange=176.01966100867074, maxFlightTime=150.95193769404864, cruiseSpeed=202.55055938651225, maxSpeed=159.4438016813381, loadCapacity=21.528100065120633, maxHeight=1740.2656904080054, powerType='Fuel', size=5.211579380961598, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
4 {maxRange=121.26508459505449, maxFlightTime=65.18704803917657, cruiseSpeed=106.09051289195277, maxSpeed=241.26315938753646, loadCapacity=38.249092099669966, maxHeight=5443.351361067307, powerType='Hybrid (Fuel + Electric)', size=1.3301197384799015, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4553.450967179241}
4 {maxRange=112.49885695212268, maxFlightTime=85.52259429765773, cruiseSpeed=165.42686368676425, maxSpeed=177.36304998212734, loadCapacity=28.56602751183619, maxHeight=7242.657768918309, powerType='Hybrid (Fuel + Electric)', size=3.0446234260610496, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=6356.748724064033}
2 {maxRange=99.71075315572895, maxFlightTime=155.23916187661285, cruiseSpeed=356.4095786298086, maxSpeed=556.38907183991, loadCapacity=19.5502019965151, maxHeight=3900.016033660991, powerType='Fuel', size=17.12916313507349, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=22.897981701864904}
2 {maxRange=69.77508580319034, maxFlightTime=233.61363507887842, cruiseSpeed=102.69351264533707, maxSpeed=399.94321466697335, loadCapacity=58.4642624501508, maxHeight=5491.068097964412, powerType='Fuel', size=18.257508012727815, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=32.02407091803383}
1 {maxRange=53.23611752262497, maxFlightTime=22.024296532529775, cruiseSpeed=11.309946340042526, maxSpeed=22.33281503046657, loadCapacity=2.8159227862582803, maxHeight=362.4048605471087, powerType='Electric', size=1.036995196766297, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=111.29736684801419, maxFlightTime=76.24279197319035, cruiseSpeed=251.01792434776456, maxSpeed=324.0769933461915, loadCapacity=41.80909271527561, maxHeight=6068.662994995477, powerType='Hybrid (Fuel + Electric)', size=2.3250784450844044, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1487.4800372686836}
2 {maxRange=247.22103231635765, maxFlightTime=67.53628402705986, cruiseSpeed=314.9863703218201, maxSpeed=465.88494806470925, loadCapacity=44.97681855034397, maxHeight=4744.929859275666, powerType='Fuel', size=9.354270978438924, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=34.14801500070598}
2 {maxRange=233.88959996123856, maxFlightTime=117.50797084905426, cruiseSpeed=202.87766869182425, maxSpeed=566.8774839915723, loadCapacity=48.822833928632924, maxHeight=3255.1303991973223, powerType='Fuel', size=13.241659495540166, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=22.493597198846913}
4 {maxRange=138.64427613639646, maxFlightTime=66.17920793196626, cruiseSpeed=259.1446167394671, maxSpeed=125.0710814581995, loadCapacity=39.916764090245465, maxHeight=2029.2841279707914, powerType='Hybrid (Fuel + Electric)', size=3.239165430213982, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=2079.656967130036}
1 {maxRange=30.312092645547676, maxFlightTime=15.270081773503954, cruiseSpeed=12.910731953893901, maxSpeed=36.16916570567025, loadCapacity=1.8845550407309637, maxHeight=128.74563385675765, powerType='Electric', size=1.6913276349952182, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
4 {maxRange=48.95106576463597, maxFlightTime=61.81243948982193, cruiseSpeed=230.3225729590892, maxSpeed=50.10888408057386, loadCapacity=20.890382049035804, maxHeight=6086.903413712348, powerType='Hybrid (Fuel + Electric)', size=1.5847965106191322, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=5392.0179695067445}
3 {maxRange=51.71634187788526, maxFlightTime=84.6096428783305, cruiseSpeed=80.00363279843934, maxSpeed=150.81415699285958, loadCapacity=14.268865958065255, maxHeight=4026.452072035768, powerType='Fuel', size=3.222400081553988, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=2}
2 {maxRange=132.29451499421137, maxFlightTime=149.3814631651517, cruiseSpeed=143.55180509837064, maxSpeed=197.41277410153853, loadCapacity=14.0865528714026, maxHeight=5695.444011951155, powerType='Fuel', size=18.67782656208518, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=19.62363469752942}
2 {maxRange=196.83603919093503, maxFlightTime=140.39787336556736, cruiseSpeed=370.9827366041237, maxSpeed=303.63646720693043, loadCapacity=21.913384620153472, maxHeight=5836.500107283635, powerType='Fuel', size=14.420495037001078, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=18.07266199470122}
4 {maxRange=79.2999998545861, maxFlightTime=85.936654866959, cruiseSpeed=72.097271824841, maxSpeed=299.3589732419569, loadCapacity=34.15954513315323, maxHeight=2196.2949599945337, powerType='Hybrid (Fuel + Electric)', size=3.8190019365710266, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2013.2336893759025}
3 {maxRange=170.27664850433837, maxFlightTime=50.674404267389015, cruiseSpeed=52.23723706563512, maxSpeed=140.22064666661228, loadCapacity=14.536538190159103, maxHeight=2278.72169709438, powerType='Fuel', size=2.164843471331201, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
3 {maxRange=110.54625952759196, maxFlightTime=138.67231317229715, cruiseSpeed=192.99334337317512, maxSpeed=82.61229079090893, loadCapacity=26.776314892155412, maxHeight=1299.8490202229723, powerType='Fuel', size=4.081764988905854, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=4}
2 {maxRange=160.1988212380146, maxFlightTime=162.02252007323696, cruiseSpeed=185.0851048355459, maxSpeed=526.4179625642805, loadCapacity=34.23398434493957, maxHeight=3152.067270986061, powerType='Fuel', size=18.422716337653537, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=34.90041489075364}
1 {maxRange=46.96665877930553, maxFlightTime=23.454279966963618, cruiseSpeed=19.81377337986089, maxSpeed=17.090440911597206, loadCapacity=3.588549068232551, maxHeight=357.20143511525504, powerType='Electric', size=2.267334301825411, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=73.92297468909318, maxFlightTime=56.69771355412179, cruiseSpeed=294.7755896130501, maxSpeed=406.98534835080017, loadCapacity=35.3332446765453, maxHeight=2603.290336612393, powerType='Hybrid (Fuel + Electric)', size=2.308365621741385, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=3995.641100600756}
4 {maxRange=109.84890586070304, maxFlightTime=114.89581269306058, cruiseSpeed=90.41256407609566, maxSpeed=201.35749316118128, loadCapacity=32.44873322634534, maxHeight=5850.876964955437, powerType='Hybrid (Fuel + Electric)', size=3.3942676534504956, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=2531.885329742696}
1 {maxRange=23.318003178159167, maxFlightTime=46.403484411322516, cruiseSpeed=22.433760299660662, maxSpeed=12.636836515621724, loadCapacity=3.741848301896241, maxHeight=311.6069386208459, powerType='Electric', size=2.269471640407809, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
4 {maxRange=64.1431126639298, maxFlightTime=80.33381925168297, cruiseSpeed=75.97968025865913, maxSpeed=377.75454556878236, loadCapacity=42.93762816353217, maxHeight=6179.280162404735, powerType='Hybrid (Fuel + Electric)', size=2.798414018631174, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=5294.8456814577985}
4 {maxRange=83.22324165931637, maxFlightTime=63.23758669697844, cruiseSpeed=72.11898482442321, maxSpeed=330.4240667681241, loadCapacity=31.148165688293766, maxHeight=6190.479009102467, powerType='Hybrid (Fuel + Electric)', size=1.3676995354713546, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1503.0409034661313}
1 {maxRange=46.031492535406535, maxFlightTime=45.1138310641138, cruiseSpeed=16.891607550609862, maxSpeed=24.679468689042896, loadCapacity=3.2833267441035625, maxHeight=286.2547618517466, powerType='Electric', size=2.0667972542445923, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
2 {maxRange=190.31592374473792, maxFlightTime=64.65202668664267, cruiseSpeed=321.945401028166, maxSpeed=309.0522967038104, loadCapacity=23.719488094661862, maxHeight=4596.087930278006, powerType='Fuel', size=12.597558741579082, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=6.269247720550809}
4 {maxRange=40.83470112242843, maxFlightTime=59.995909504243144, cruiseSpeed=292.25417457751587, maxSpeed=333.2016918750122, loadCapacity=21.881255133514095, maxHeight=1787.7058590832876, powerType='Hybrid (Fuel + Electric)', size=2.2344575831249074, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=2696.9708324691796}
4 {maxRange=116.8898770620911, maxFlightTime=90.5590467478811, cruiseSpeed=250.51957267005346, maxSpeed=78.5914891313395, loadCapacity=23.680438942052767, maxHeight=6668.15718505739, powerType='Hybrid (Fuel + Electric)', size=2.1988222967603503, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=1757.7285007296848}
3 {maxRange=152.5094782348138, maxFlightTime=131.0665728662176, cruiseSpeed=244.92778182728463, maxSpeed=66.36520122121362, loadCapacity=15.031088311268604, maxHeight=2890.063659585074, powerType='Fuel', size=5.023598586081684, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=5}
1 {maxRange=11.02184518968319, maxFlightTime=66.44879886761402, cruiseSpeed=23.166276452957884, maxSpeed=38.48265548425515, loadCapacity=3.4723530715756747, maxHeight=213.25635428501485, powerType='Electric', size=1.0483829715366917, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
1 {maxRange=29.881590002397974, maxFlightTime=52.77540443017159, cruiseSpeed=15.889268467237113, maxSpeed=18.602078678045842, loadCapacity=1.481683498426006, maxHeight=447.22115095764406, powerType='Electric', size=1.0493856178033774, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=199.39458512056652, maxFlightTime=227.53343520659206, cruiseSpeed=193.81444940496166, maxSpeed=343.27907118280035, loadCapacity=53.20390404079098, maxHeight=4574.035097914413, powerType='Fuel', size=18.30198574166228, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=34.63891447793789}
2 {maxRange=208.60728098421632, maxFlightTime=208.58211570213678, cruiseSpeed=131.26253510534826, maxSpeed=254.40965012780833, loadCapacity=55.23666796741507, maxHeight=2822.1428654630554, powerType='Fuel', size=14.531739358379792, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=8.816701454855636}
2 {maxRange=123.31450843998888, maxFlightTime=69.70353888597606, cruiseSpeed=203.49837125212514, maxSpeed=306.42623915779666, loadCapacity=33.70790876522502, maxHeight=1785.1956160865852, powerType='Fuel', size=8.990055025601519, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=24.77104334799118}
4 {maxRange=85.78369234195003, maxFlightTime=37.05517668930534, cruiseSpeed=189.81302155023835, maxSpeed=427.043006421861, loadCapacity=42.06964990595348, maxHeight=1945.152191618191, powerType='Hybrid (Fuel + Electric)', size=3.7067289691181866, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=4513.824075462613}
4 {maxRange=122.25658667237781, maxFlightTime=115.54555576362158, cruiseSpeed=231.56435086566287, maxSpeed=295.3082049363311, loadCapacity=43.95036803614231, maxHeight=6855.3131196967515, powerType='Hybrid (Fuel + Electric)', size=2.326570334573868, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=5243.497742846536}
4 {maxRange=80.17420434541552, maxFlightTime=119.4764776952968, cruiseSpeed=248.93726030172206, maxSpeed=291.2367865366323, loadCapacity=20.190867460215834, maxHeight=2353.701408014677, powerType='Hybrid (Fuel + Electric)', size=1.9932592040434614, takeoffMethod='Vertical', weatherResistant=true, batteryCapacity=4682.518192665844}
3 {maxRange=79.9923069270146, maxFlightTime=64.47903824151128, cruiseSpeed=55.55097517172128, maxSpeed=307.5072019491868, loadCapacity=24.192168272076767, maxHeight=2621.849407465702, powerType='Fuel', size=5.837141521608469, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=2}
4 {maxRange=114.38933490547247, maxFlightTime=108.31268196328763, cruiseSpeed=288.8304169960885, maxSpeed=390.04048181212073, loadCapacity=48.886931000173476, maxHeight=7485.080251602167, powerType='Hybrid (Fuel + Electric)', size=3.921534232302532, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=5877.367485740683}
1 {maxRange=15.682448510817157, maxFlightTime=66.38634309760735, cruiseSpeed=17.669859123077792, maxSpeed=35.38760999165507, loadCapacity=3.681161157967973, maxHeight=195.6105397807549, powerType='Electric', size=0.8535034977655045, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=16.95238320958374, maxFlightTime=22.377367688358788, cruiseSpeed=8.624917167160929, maxSpeed=35.18524041439485, loadCapacity=3.2722612071167654, maxHeight=184.0085956355614, powerType='Electric', size=1.5261257121528293, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
2 {maxRange=230.5739806410895, maxFlightTime=129.6097684259953, cruiseSpeed=287.06487642675273, maxSpeed=137.19137072368616, loadCapacity=52.409785638645346, maxHeight=2750.7102881350206, powerType='Fuel', size=15.914223388240972, takeoffMethod='Horizontal', weatherResistant=true, wingSpan=14.097992121385284}
1 {maxRange=57.669456397796196, maxFlightTime=68.53420841376075, cruiseSpeed=24.56651746243113, maxSpeed=17.028619481522732, loadCapacity=5.682121469821769, maxHeight=130.54286401132933, powerType='Electric', size=1.4821687307077258, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=58.028069521537375, maxFlightTime=14.259544022617165, cruiseSpeed=20.454645524554095, maxSpeed=32.01594470887055, loadCapacity=5.227966201166073, maxHeight=501.11689306481355, powerType='Electric', size=1.7104750125093977, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
1 {maxRange=50.86547959264203, maxFlightTime=45.11428253938703, cruiseSpeed=11.060199417385522, maxSpeed=38.13914459137499, loadCapacity=3.0343938368047603, maxHeight=174.56886652277035, powerType='Electric', size=1.759288986793613, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
3 {maxRange=146.7926612712042, maxFlightTime=104.03982563069096, cruiseSpeed=240.61812355808675, maxSpeed=324.15036261454776, loadCapacity=29.355821858215425, maxHeight=1734.9540299131645, powerType='Fuel', size=1.1283091801026603, takeoffMethod='Vertical', weatherResistant=false, numberOfBlades=7}
2 {maxRange=70.65113309116092, maxFlightTime=186.90389906215762, cruiseSpeed=207.97424672475086, maxSpeed=390.8695672540546, loadCapacity=21.40102334490772, maxHeight=3628.698323306981, powerType='Fuel', size=16.06442702478747, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=22.829504585933012}
2 {maxRange=212.26304465146757, maxFlightTime=164.26282044383578, cruiseSpeed=234.3593174480861, maxSpeed=162.60839321112732, loadCapacity=26.983920933202807, maxHeight=2637.3648379779934, powerType='Fuel', size=16.604319923128905, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=10.959427432854778}
1 {maxRange=25.12267636689304, maxFlightTime=47.80055877087609, cruiseSpeed=13.150596384135389, maxSpeed=32.64237278168998, loadCapacity=1.529083119673095, maxHeight=174.7382436702408, powerType='Electric', size=1.1851303223968115, takeoffMethod='Vertical', weatherResistant=false, cameraResolution='4K'}
3 {maxRange=99.71209384764288, maxFlightTime=40.865286026477, cruiseSpeed=117.87400254473684, maxSpeed=303.650839673336, loadCapacity=10.501484429196402, maxHeight=3544.2590605005357, powerType='Fuel', size=3.7149733832906824, takeoffMethod='Vertical', weatherResistant=true, numberOfBlades=7}
2 {maxRange=134.93563164763276, maxFlightTime=111.93077974977834, cruiseSpeed=333.5049331053432, maxSpeed=505.4043995853663, loadCapacity=33.46132096760999, maxHeight=1490.2790344302182, powerType='Fuel', size=13.254698210438335, takeoffMethod='Horizontal', weatherResistant=false, wingSpan=34.92684017557659}
4 {maxRange=112.21858091500329, maxFlightTime=52.94755118940056, cruiseSpeed=157.86125629740883, maxSpeed=96.82761943529812, loadCapacity=21.900096659779436, maxHeight=4216.976052970693, powerType='Hybrid (Fuel + Electric)', size=3.05265424846414, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=2881.3356068167577}
4 {maxRange=83.48000483388371, maxFlightTime=101.17242550585004, cruiseSpeed=172.29599365699988, maxSpeed=98.88165462611033, loadCapacity=21.6103280918639, maxHeight=4044.789039248105, powerType='Hybrid (Fuel + Electric)', size=2.2496402972085883, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4051.256662404078}
4 {maxRange=91.5334619515197, maxFlightTime=76.21057085121993, cruiseSpeed=218.35539658443287, maxSpeed=149.6700858527734, loadCapacity=16.544095194237734, maxHeight=3336.3857282807553, powerType='Hybrid (Fuel + Electric)', size=2.3452478676061665, takeoffMethod='Vertical', weatherResistant=false, batteryCapacity=4598.294279462125}
1 {maxRange=16.440076679416496, maxFlightTime=28.091501199006338, cruiseSpeed=20.361598995888496, maxSpeed=24.366516094775534, loadCapacity=2.6005497849137944, maxHeight=143.19721610434345, powerType='Electric', size=0.9611106486524439, takeoffMethod='Vertical', weatherResistant=true, cameraResolution='4K'}
